name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
La Pace Del Palato,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",em43X19NQTI,4.5,Via del Teatro Pace 42,Italy,Lazio,"{'latitude': '41.899067', 'longitude': '12.471528'}",https://media-cdn.tripadvisor.com/media/photo-o/17/0a/5f/4b/photo0jpg.jpg
Il Fontanone,"Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service, Wheelchair Accessible, ","Italian, Seafood, Mediterranean, ","Lunch, Dinner, Late Night, ",,b1FTX184aHE,4.0,via Vittorini,Italy,Lazio,"{'latitude': '41.818974', 'longitude': '12.470063'}",https://media-cdn.tripadvisor.com/media/photo-o/19/be/b5/d9/il-fontanone.jpg
Eggs,"Takeout, Reservations, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Cafe, Mediterranean, European, Street Food, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, ","A delicious restaurant in Trastevere, focused on organic eggs ",4.0,Via Natale del Grande 52 Trastevere,Italy,Lazio,"{'latitude': '41.887417', 'longitude': '12.471169'}",https://media-cdn.tripadvisor.com/media/photo-o/13/07/05/85/la-chef-barbara-agosti.jpg
Il Gazebo,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, ","Romana, Lazio, Central-Italian, Italian, International, Mediterranean, European, ","Lunch, Dinner, ","Vegetarian Friendly, ",,3.5,"Via Veneto, 24 Hotel Imperiale",Italy,Lazio,"{'latitude': '41.904945', 'longitude': '12.488011'}",https://media-cdn.tripadvisor.com/media/photo-o/03/73/fc/12/the-gazebo-hotel-imperiale.jpg
Cus Cus,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, Sicilian, Southern-Italian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.5,Via Arezzo 39,Italy,Lazio,"{'latitude': '41.912235', 'longitude': '12.518463'}",https://media-cdn.tripadvisor.com/media/photo-o/16/62/71/25/cus-cus.jpg
Ristorante Da Giacomo,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, ","Italian, Seafood, Mediterranean, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Via Oslavia 33,Italy,Lazio,"{'latitude': '41.917778', 'longitude': '12.462381'}",https://media-cdn.tripadvisor.com/media/photo-o/12/0c/4c/49/location-e-pietanze-eccezional.jpg
Foodoo,"Takeout, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, European, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Gluten Free Options, ",MDJkX19COVA,4.5,Viale delle Medaglie d'Oro 342,Italy,Lazio,"{'latitude': '41.920177', 'longitude': '12.443925'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/94/9e/3a/il-nostro-hamburger-di.jpg
Quattro Chiacchiere - CLOSED,,,"Breakfast, Lunch, Dinner, ",,,0.0,Via Dei Monti di San Paolo 54b,Italy,Lazio,"{'latitude': '41.79035', 'longitude': '12.357549'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/d5/34/7c/abbondante-e-spettacolare.jpg
Al Callarello,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service, ","Italian, Pizza, Seafood, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",NXV1X19zZTM,3.5,Via Salvator Rosa 8,Italy,Lazio,"{'latitude': '41.8788', 'longitude': '12.487046'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/75/81/0f/al-callarello.jpg
La Piadineria,"Takeout, Wheelchair Accessible, Seating, ","Italian, Fast Food, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, ",,3.5,Viale Palmiro Togliatti 2 Centro Commerciale Cinecitta' Due,Italy,Lazio,"{'latitude': '41.853115', 'longitude': '12.571588'}",https://media-cdn.tripadvisor.com/media/photo-o/08/b7/19/f3/la-piadineria.jpg
Talenti del gelato,"Wheelchair Accessible, Takeout, ",,,,,3.5,Via Renato Fucini 118,Italy,Lazio,"{'latitude': '41.9513', 'longitude': '12.54794'}",https://media-cdn.tripadvisor.com/media/photo-o/16/c4/86/89/photo0jpg.jpg
Da Tito Al Venezia Trattoria Pizzeria,"Takeout, Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Outdoor Seating, Wheelchair Accessible, Wine and Beer, Accepts Credit Cards, Table Service, Highchairs Available, ","Mediterranean, Italian, Pizza, ","Lunch, Dinner, ","Vegetarian Friendly, ",Offers the typical dishes of Roman cuisine as,4.0,Via Venezia 21,Italy,Lazio,"{'latitude': '41.899887', 'longitude': '12.493003'}",https://media-cdn.tripadvisor.com/media/photo-o/13/cb/51/0d/20180721-230622-largejpg.jpg
Miss Pizza Eur Spinaceto,"Takeout, Street Parking, Wheelchair Accessible, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Delivery, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, ","Pizza, Italian, ","Lunch, Dinner, ","Vegetarian Friendly, ",Specializing in projects of Franchising with particular reference to the ,4.0,Via Carmelo Maestrini 273/275 Vicino Ospedale IFO Regina Elena,Italy,Lazio,"{'latitude': '41.79506', 'longitude': '12.44512'}",https://media-cdn.tripadvisor.com/media/photo-o/07/70/af/ed/miss-pizza-la-pizza-a.jpg
T Bar,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Bar, Mediterranean, European, ","Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, ",,3.0,Via Ostiense 182a,Italy,Lazio,"{'latitude': '41.86302', 'longitude': '12.47837'}",https://media-cdn.tripadvisor.com/media/photo-o/03/75/f0/b7/tbar-e-bistro.jpg
El Cubano,"Reservations, Seating, Serves Alcohol, Table Service, ","Cuban, Caribbean, ","Dinner, Late Night, ",,,3.5,"Via Siderno, 50",Italy,Lazio,"{'latitude': '41.834087', 'longitude': '12.555811'}",https://media-cdn.tripadvisor.com/media/photo-o/03/e8/6b/61/oggi-l-ingresso-e-un.jpg
MT pizza,"Delivery, Takeout, Parking Available, Street Parking, Free off-street parking, Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Serves Alcohol, ","Pizza, Italian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.5,Via Grazia Deledda 83,Italy,Lazio,"{'latitude': '41.9463', 'longitude': '12.5626'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/b0/62/8f/margherita-in-preparazione.jpg
Osteria dell' Anima,"Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, ","Italian, Pizza, Mediterranean, European, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,"Via Santa Maria dell'Anima, 08 Piazza Navona",Italy,Lazio,"{'latitude': '41.899727', 'longitude': '12.472158'}",https://media-cdn.tripadvisor.com/media/photo-o/15/67/a6/bc/osteria-dell-anima.jpg
River Roma,"Reservations, Seating, Wheelchair Accessible, Free Wifi, Takeout, Outdoor Seating, Buffet, Parking Available, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Digital Payments, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, ","Lunch, Brunch, Breakfast, Dinner, Drinks, ","Vegetarian Friendly, ",Il Bistrot River di Roma ,4.0,Via Mantova 1,Italy,Lazio,"{'latitude': '41.91133', 'longitude': '12.501278'}",https://media-cdn.tripadvisor.com/media/photo-o/16/9a/fb/f8/river-roma-bistrot.jpg
Shamrock,"Takeout, Television, Serves Alcohol, Full Bar, Reservations, Outdoor Seating, Seating, Street Parking, Wheelchair Accessible, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Irish, Bar, Pub, Brew Pub, International, ","Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, ",,4.0,Via Dei Santi Quattro 92-95,Italy,Lazio,"{'latitude': '41.888744', 'longitude': '12.49551'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/70/72/f0/photo3jpg.jpg
La Tedesca,"Reservations, Seating, Wheelchair Accessible, Table Service, Serves Alcohol, ","Italian, Romana, Lazio, Central-Italian, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Via della Magliana 1125,Italy,Lazio,"{'latitude': '41.82183', 'longitude': '12.374153'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/2f/dd/67/la-tedesca.jpg
Fryttati,"Takeout, Wheelchair Accessible, Seating, ","Italian, Mediterranean, ","Lunch, Brunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.5,Via Dei Coronari 185/186,Italy,Lazio,"{'latitude': '41.900497', 'longitude': '12.469782'}",https://media-cdn.tripadvisor.com/media/photo-o/11/65/db/ae/la-nostra-ragu-con-carne.jpg
La Dispensa dei Mellini,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, ","Lunch, Dinner, Late Night, ","Vegan Options, Gluten Free Options, Vegetarian Friendly, ",V2lwX19vUjk,4.5,Lungotevere Dei Mellini 31/32,Italy,Lazio,"{'latitude': '41.907223', 'longitude': '12.473244'}",https://media-cdn.tripadvisor.com/media/photo-o/02/60/34/ea/la-dispensa-dei-mellini.jpg
Al Mastroianni,,,,,,5.0,"Via Francesco Carletti, 5",Italy,Lazio,"{'latitude': '41.87372', 'longitude': '12.48126'}",
Morrison's,"Reservations, Outdoor Seating, Seating, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, ","Irish, Bar, Pub, ","Dinner, Late Night, Drinks, ","Vegetarian Friendly, ",,4.0,Via Ennio Quirino Visconti 88,Italy,Lazio,"{'latitude': '41.907047', 'longitude': '12.467955'}",
Sushi Time Tuscolana,"Delivery, Takeout, Reservations, Seating, ","Japanese, Sushi, Asian, ","Lunch, Dinner, ",,,4.5,Via Livio Salinatore 5 Via Amulio 37/39,Italy,Lazio,"{'latitude': '41.85934', 'longitude': '12.558297'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/7d/ca/fa/img-20160614-wa0005-largejpg.jpg
Il Castello,,"Italian, ",,,,4.5,Via Daniele Manin,Italy,Lazio,"{'latitude': '41.90009', 'longitude': '12.50053'}",
Ambasciata di Capri,"Takeout, Television, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Accepts Credit Cards, Table Service, Wine and Beer, ","Pizza, Seafood, Mediterranean, Grill, Neapolitan, Campania, Southern-Italian, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",WERnX19hb0M,4.0,Via Ennio Quirino Visconti 52 Vicinanze Piazza Cavour Piazza Cola di Rienzo Lepanto Vaticano San pietro,Italy,Lazio,"{'latitude': '41.907253', 'longitude': '12.469169'}",https://media-cdn.tripadvisor.com/media/photo-o/13/c5/94/34/spaghetti-con-vongole.jpg
Taberna Recina - CLOSED,"Reservations, ","Italian, ","Lunch, Dinner, Late Night, ",,,0.0,"Via Elvia Recina, 22-26",Italy,Lazio,"{'latitude': '41.87958', 'longitude': '12.50652'}",https://media-cdn.tripadvisor.com/media/photo-o/04/cb/b3/ce/rigatoni-ricotta-di-bufala.jpg
Macinanti La Pizzeria,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service, Street Parking, Accepts Credit Cards, ","Italian, Pizza, Grill, ","Lunch, Dinner, ",,N1JsX19GNkU,4.0,Via Elio Vittorini 45/47,Italy,Lazio,"{'latitude': '41.818935', 'longitude': '12.470161'}",https://media-cdn.tripadvisor.com/media/photo-o/05/92/a4/5f/ristorante-macinanti.jpg
Osteria Scarci,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, ","Italian, Seafood, Mediterranean, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Gluten Free Options, ","Italian restaurant, cocktail bar and Guinness pub. In the heart of the tradition and roman culture,we must be the excellent of our sector. We serve typical roman food and American drinks,all with professional staff from breakfast to after dinner. CARBONARA OR MARTINI...THAKE YOUR CHOISE",4.5,Piazza di San Cosimato 42,Italy,Lazio,"{'latitude': '41.88766', 'longitude': '12.469399'}",https://media-cdn.tripadvisor.com/media/photo-o/13/5e/39/c6/bellissimi-da-vedere.jpg
Ristorante Da Michele,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, ","Italian, Seafood, Mediterranean, European, ","Lunch, Dinner, Late Night, ","Gluten Free Options, ",MHVLX19VbmU,4.0,Via Imperatore Tiberio 93,Italy,Lazio,"{'latitude': '41.851257', 'longitude': '12.484006'}",https://media-cdn.tripadvisor.com/media/photo-o/14/b7/3c/7f/carpaccio-di-spigola.jpg
Il Cavallino Rosso,"Parking Available, Highchairs Available, Serves Alcohol, Reservations, Buffet, Seating, Validated Parking, Free off-street parking, Wheelchair Accessible, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Full Bar, Family style, ","Italian, European, ","Lunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Z0g5X19CV3E,4.5,Via Santa Fumia Snc angolo via Stio,Italy,Lazio,"{'latitude': '41.733055', 'longitude': '12.577389'}",https://media-cdn.tripadvisor.com/media/photo-o/17/2c/83/4f/matrimonio-floreale.jpg
Maoli la Boutique Dei Sapori,"Takeout, Reservations, Wheelchair Accessible, ","Italian, ","Brunch, Lunch, Dinner, ",,Where you have the chance to taste the real traditional Italian products,5.0,Via Toscana 32,Italy,Lazio,"{'latitude': '41.90911', 'longitude': '12.4913'}",https://media-cdn.tripadvisor.com/media/photo-o/16/2d/a5/21/alcuni-formaggi-di-nicchia.jpg
La Fontana al Viminale,"Reservations, Highchairs Available, Full Bar, Buffet, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Accepts Discover, Takeout, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Pizza, Mediterranean, ","Dinner, Lunch, ","Vegetarian Friendly, ",,4.0,Via del Viminale 7A,Italy,Lazio,"{'latitude': '41.900917', 'longitude': '12.49695'}",https://media-cdn.tripadvisor.com/media/photo-o/01/c3/ab/46/la-fontana-al-viminale.jpg
Trattoria il Tettarello,"Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service, ","Italian, Pizza, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.0,Via Dei Capocci 4/5,Italy,Lazio,"{'latitude': '41.89582', 'longitude': '12.493303'}",
Provvista,"Reservations, Seating, Street Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Takeout, ","Italian, Wine Bar, Bar, Fast Food, Pub, ","Dinner, Drinks, Lunch, ","Vegan Options, Vegetarian Friendly, ",PROVVISTA is the Italian Fast Food,5.0,"Via Castel Colonna, 27/29/31 (Metro Colli Albani)",Italy,Lazio,"{'latitude': '41.87072', 'longitude': '12.530601'}",https://media-cdn.tripadvisor.com/media/photo-o/15/3c/a9/f6/radio-drinkery.jpg
Francesco Forti Ricevimenti,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, Full Bar, ","Italian, Mediterranean, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,Via Ardeatina 1208 Località Divino Amore,Italy,Lazio,"{'latitude': '41.77643', 'longitude': '12.543169'}",https://media-cdn.tripadvisor.com/media/photo-o/12/db/3d/a1/la-sala.jpg
Pasticceria Pescatore,,"Italian, ",,,,4.5,Via Amico Aspertini 428,Italy,Lazio,"{'latitude': '41.86768', 'longitude': '12.633'}",https://media-cdn.tripadvisor.com/media/photo-o/18/59/c2/b5/img-20190506-205423-largejpg.jpg
Bambu's Parioli,,"Deli, ",,,,3.5,Viale Dei Parioli 79 i,Italy,Lazio,"{'latitude': '41.92685', 'longitude': '12.48603'}",https://media-cdn.tripadvisor.com/media/photo-o/10/cb/f3/cb/bambu-s-parioli.jpg
Trattoria Da Dante,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Italian, Seafood, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, ",,3.5,Via Monte Santo 36,Italy,Lazio,"{'latitude': '41.917557', 'longitude': '12.460431'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/46/be/18/piatti-tipici.jpg
Sapori Di Casa,"Takeout, Seating, Highchairs Available, Wheelchair Accessible, Table Service, Accepts Credit Cards, ","Italian, Pizza, Seafood, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.0,Via Francesco Crispigni 23,Italy,Lazio,"{'latitude': '41.860718', 'longitude': '12.454819'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/61/1f/78/sapori-di-casa.jpg
Vinile,"Outdoor Seating, Buffet, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service, ","Italian, European, ","Lunch, Dinner, Brunch, Drinks, ","Vegetarian Friendly, ",em55X19OUlg,3.5,Via Giuseppe Libetta 19,Italy,Lazio,"{'latitude': '41.863083', 'longitude': '12.480501'}",https://media-cdn.tripadvisor.com/media/photo-o/15/55/7c/18/20181102-195438-largejpg.jpg
One Way Bar,,"Italian, European, ",,,"This one of those wonderful coffee bars. And this one is even more special. Only 3 month open. The man and his wife running the bar with great pleasure. And tha is proven in their service. The coffee is perfect. And daily fresh pastries. if you are in the area of Piazza delle Repubblica, go and have a coffee. Really do it",3.0,"Via Modena, 95 Corner Via Torino",Italy,Lazio,"{'latitude': '41.90248', 'longitude': '12.49459'}",https://media-cdn.tripadvisor.com/media/photo-o/13/46/94/56/menu-a-5.jpg
Saluzzo al Nove,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Wine and Beer, Dog Friendly, ","Italian, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, ",Saluzzo al 9 ,4.5,Via Saluzzo 9,Italy,Lazio,"{'latitude': '41.878784', 'longitude': '12.518433'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/b3/fa/d8/saluzzo-al-nove.jpg
Taberna Consoli,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Seafood, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Gluten Free Options, ",,4.0,Via Licinio Murena 20,Italy,Lazio,"{'latitude': '41.86215', 'longitude': '12.555103'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/d7/d5/2c/taberna-consoli.jpg
Pinseria C'era Una Volta da Romoletto,"Takeout, Seating, Wheelchair Accessible, Table Service, Reservations, ","Italian, Pizza, ","Dinner, Brunch, Lunch, ","Vegetarian Friendly, ",,4.5,Viale Alessandrino 526,Italy,Lazio,"{'latitude': '41.88071', 'longitude': '12.577681'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/7b/9a/3a/una-pizza-eccezionale.jpg
4 colonne,"Seating, Highchairs Available, Serves Alcohol, Outdoor Seating, Free Wifi, Table Service, ","Italian, Seafood, Mediterranean, Pizza, European, ","Lunch, Dinner, Late Night, ",,"Ristorante 4 Colonne offers you food with traditional italian flavours and a unique creative touch. Each dish represents an unforgettable delight, the result of a select choice of ingredients. The ",3.5,Via della Posta Vecchia 4,Italy,Lazio,"{'latitude': '41.897778', 'longitude': '12.473475'}",https://media-cdn.tripadvisor.com/media/photo-o/09/97/5a/da/4-colonne.jpg
San Valentino,"Reservations, Table Service, ","Italian, ","Breakfast, ",,,4.0,Via Ezio,Italy,Lazio,"{'latitude': '41.9106', 'longitude': '12.46547'}",
Atlas,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Television, Wheelchair Accessible, Cash Only, ","Italian, Moroccan, Fast Food, Mediterranean, Tunisian, ","Breakfast, Lunch, Dinner, ",,,5.0,Via Degli Aceri 104 Centocelle,Italy,Lazio,"{'latitude': '41.87806', 'longitude': '12.5681'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/c9/6c/e8/atlas.jpg
Gelateria Stragelato,"Wheelchair Accessible, ","Italian, Mediterranean, ",,,,4.5,"Via Tiburtina 131/00185 Tra la Stazione Termini e Universita La Sapienza, Roma",Italy,Lazio,"{'latitude': '41.89899', 'longitude': '12.51525'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/4e/1e/47/ingresso.jpg
Trattoria Da Sergio Alle Grotte,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Central-Italian, Romana, Lazio, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",My Rome food guide rounds up 12 must-try dishes to experience modern Roman cuisine,4.0,Vicolo delle Grotte 27,Italy,Lazio,"{'latitude': '41.89412', 'longitude': '12.472367'}",https://media-cdn.tripadvisor.com/media/photo-o/08/57/a3/0b/trattoria-da-sergio-alle.jpg
Ristorante Nico,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Outdoor Seating, Highchairs Available, ","Italian, Pizza, Mediterranean, ","Dinner, Drinks, ","Vegetarian Friendly, ",,4.0,Viale Angelico 6,Italy,Lazio,"{'latitude': '41.91195', 'longitude': '12.458242'}",https://media-cdn.tripadvisor.com/media/photo-o/10/24/2b/0a/photo0jpg.jpg
Cose Fritte - Pizza - di Giuseppe Cinti,"Takeout, Wine and Beer, Accepts Mastercard, Accepts Visa, Reservations, Serves Alcohol, Accepts Credit Cards, ","Italian, Pizza, Fast Food, ","Lunch, Drinks, Dinner, ","Vegetarian Friendly, ",Cose fritte is a take-away pizzeria founded in 1985 and located in the Center of Rome. We specialize in Roman pizza of all tastes and fried products of all kinds,4.5,Via di Ripetta 3,Italy,Lazio,"{'latitude': '41.909676', 'longitude': '12.476238'}",https://media-cdn.tripadvisor.com/media/photo-o/14/60/48/a7/cose-fritte-pizza-di.jpg
Prosperita,"Takeout, Reservations, Seating, Table Service, Serves Alcohol, ","Chinese, Asian, Seafood, ","Dinner, Lunch, ","Vegetarian Friendly, ",,4.0,"Via Longone Sabino, 13",Italy,Lazio,"{'latitude': '41.97351', 'longitude': '12.44259'}",https://media-cdn.tripadvisor.com/media/photo-o/17/39/a1/8d/photo5jpg.jpg
Excalibur Pub,"Reservations, Seating, Television, Serves Alcohol, Table Service, Wheelchair Accessible, Full Bar, ","Italian, Bar, Pub, ","Lunch, Dinner, Late Night, Drinks, ",,,4.5,Piazza Vescovio 4,Italy,Lazio,"{'latitude': '41.93342', 'longitude': '12.51206'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/ff/80/e2/l-ingresso-al-pub.jpg
Osteria al 31,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, Wine and Beer, Dog Friendly, Family style, ","Italian, Mediterranean, Soups, Romana, Lazio, Central-Italian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.0,Via delle Carrozze 31,Italy,Lazio,"{'latitude': '41.905785', 'longitude': '12.480603'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/87/f6/d2/hostaria-al-31.jpg
San pio 3,,"Pizza, ",,,,5.0,Via Della Fossa Traiana 2/C,Italy,Lazio,"{'latitude': '41.86951', 'longitude': '12.79554'}",
Per Me Giulio Terrinoni,"Takeout, Parking Available, Validated Parking, Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Seafood, Mediterranean, European, Healthy, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",Tour the Eternal City through the tastebuds of an Italian chef.,4.5,Vicolo del Malpasso 9,Italy,Lazio,"{'latitude': '41.897236', 'longitude': '12.467447'}",https://media-cdn.tripadvisor.com/media/photo-o/0c/ab/3d/20/per-me-giulio-terrinoni.jpg
Il Padiglione delle Cicogne,"Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service, ","Chinese, Asian, Seafood, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,4.5,Via Giovan Battista Gandino 44,Italy,Lazio,"{'latitude': '41.901794', 'longitude': '12.437285'}",
Trattoria Ai Villini,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",,4.0,Via Marcantonio Colonna 46,Italy,Lazio,"{'latitude': '41.909935', 'longitude': '12.467047'}",https://media-cdn.tripadvisor.com/media/photo-o/03/d6/99/4b/ai-villini.jpg
Downing Square,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, ","Italian, Mediterranean, Wine Bar, ","Lunch, Dinner, Brunch, ","Vegetarian Friendly, Gluten Free Options, ",ZDFWX19PUzI,4.5,Piazza Sallustio 15,Italy,Lazio,"{'latitude': '41.907867', 'longitude': '12.496242'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/ac/61/89/tartare-di-mazzancolla.jpg
Il Baffone,"Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Television, Highchairs Available, Serves Alcohol, Table Service, ","Italian, Mediterranean, Romana, Lazio, Central-Italian, ","Lunch, Dinner, ",,,3.5,Via di Salone 20,Italy,Lazio,"{'latitude': '41.93695', 'longitude': '12.622177'}",https://media-cdn.tripadvisor.com/media/photo-o/17/08/a6/64/arrosticini-di-agnello.jpg
Giselda,"Delivery, Takeout, Reservations, Buffet, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Mastercard, Accepts Visa, Free Wifi, Full Bar, Accepts Credit Cards, ","Pizza, International, Italian, Cafe, Gastropub, Romana, Lazio, Central-Italian, ","Dinner, Breakfast, Lunch, Brunch, ","Vegetarian Friendly, Vegan Options, ",,4.5,Viale di Trastevere 52/58,Italy,Lazio,"{'latitude': '41.886826', 'longitude': '12.472127'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/b6/d3/e8/giselda.jpg
